Wall time,Step,Value
1587458732.488999,19,0.1280805468559265
1587458744.169508,25,0.11738478392362595
1587458779.085751,43,0.09997515380382538
1587458784.663335,46,0.0974605530500412
1587458806.138323,57,0.0920795127749443
1587458835.171395,72,0.0837617814540863
1587458841.029018,75,0.0812506228685379
1587458879.514062,95,0.0755590945482254
1587458997.289,156,0.0710635706782341
1587459003.189924,159,0.07076390832662582
1587459020.5324,168,0.06949561834335327
1587459051.412251,184,0.06728434562683105
1587459055.429864,186,0.0669686496257782
1587459140.095859,230,0.06432871520519257
1587459149.626422,235,0.06352801620960236
1587459190.160767,256,0.061497993767261505
1587459199.877947,261,0.06086048111319542
1587459213.262621,268,0.0602685809135437
1587459224.891002,274,0.059463419020175934
1587459292.52656,309,0.05661167576909065
1587459296.458794,311,0.05653685703873634
1587459311.822017,319,0.05575870722532272
1587459352.28368,340,0.05376197770237923
1587459367.58573,348,0.05367731675505638
1587459406.105531,368,0.05320965126156807
1587459510.477016,422,0.050496265292167664
1587459512.398341,423,0.05046559125185013
1587459550.738657,443,0.04912068694829941
1587459556.288257,446,0.048865921795368195
1587459585.322736,461,0.0478636771440506
1587459591.151413,464,0.04766220599412918
1587459592.931678,465,0.04760210961103439
1587459612.285296,475,0.04690457135438919
1587459648.864678,494,0.04554177075624466
1587459689.210453,515,0.04442897066473961
1587459731.724567,537,0.043498508632183075
1587459783.693381,564,0.04182722419500351
1587459802.914012,574,0.041303638368844986
1587459814.422903,580,0.04092267528176308
1587459827.949202,587,0.04045410081744194
1587459829.885166,588,0.04038556292653084
1587459893.507072,621,0.03862829878926277
1587459920.799069,635,0.03782077506184578
1587459934.2306,642,0.03750143572688103
1587459936.22323,643,0.03745557367801666
1587459939.885429,645,0.03746425732970238
1587459945.693537,648,0.03734777867794037
1587459949.720317,650,0.03727186098694801
1587459972.682446,662,0.036830149590969086
1587459991.839929,672,0.03642895817756653
1587460074.914928,715,0.035408467054367065
1587460090.366397,723,0.03524097055196762
1587460105.71238,731,0.03489815071225166
1587460148.066216,753,0.03416374698281288
1587460155.855802,757,0.033988453447818756
1587460173.068852,766,0.0336729995906353
1587460180.809351,770,0.033526141196489334
1587460184.544151,772,0.03344666212797165
1587460201.802594,781,0.03320017829537392
1587460211.557924,786,0.03301561623811722
1587460215.363711,788,0.03293353691697121
1587460225.097944,793,0.03274130821228027
1587460228.819067,795,0.03268333896994591
1587460236.722375,799,0.03253418952226639
1587460244.288819,803,0.03238366171717644
1587460256.016759,809,0.032171640545129776
1587460257.832332,810,0.03213204815983772
1587460302.194212,833,0.0314132496714592
1587460310.034442,837,0.03128494694828987
1587460373.616913,870,0.030410943552851677
1587460387.321398,877,0.03028593398630619
1587460398.894221,883,0.030188066884875298
1587460447.099353,908,0.02954871766269207
1587460450.829853,910,0.029496213421225548
1587460466.400176,918,0.029258960857987404
1587460493.349417,932,0.028868092224001884
1587460514.491155,943,0.02859731763601303
1587460520.194758,946,0.02856563776731491
1587460537.517706,955,0.02834983542561531
1587460552.840223,963,0.028265561908483505
1587460570.350521,972,0.02809024602174759
1587460572.228122,973,0.02807685174047947
1587460583.78044,979,0.02801552414894104
1587460585.821314,980,0.02798745036125183
1587460595.548015,985,0.027887234464287758
1587460630.319204,1003,0.027641260996460915
1587460636.140502,1006,0.0275968536734581
1587460653.393721,1015,0.027523620054125786
1587460748.274702,1064,0.027107734233140945
1587460754.055448,1067,0.027034038677811623
1587460757.78136,1069,0.02700261026620865
1587460765.538727,1073,0.02690739743411541
1587461667.413927,1079,0.00786883570253849
1587461677.488312,1084,0.0044730291701853275
