Wall time,Step,Value
1587222883.994128,19,0.5014171004295349
1587222894.67523,25,0.46547210216522217
1587222928.802655,43,0.4645102322101593
1587222934.199979,46,0.47076550126075745
1587222954.451569,57,0.44968709349632263
1587222981.691196,72,0.43150100111961365
1587222987.112893,75,0.42498087882995605
1587223025.313122,95,0.42332953214645386
1587223136.450835,156,0.3802351951599121
1587223141.904032,159,0.3759709596633911
1587223158.303543,168,0.3669707179069519
1587223187.382928,184,0.35477596521377563
1587223191.063962,186,0.3526097238063812
1587223271.097562,230,0.33706891536712646
1587223280.136791,235,0.3346821367740631
1587223318.453686,256,0.32582736015319824
1587223327.68663,261,0.3243870735168457
1587223340.344808,268,0.32226449251174927
1587223351.279902,274,0.32120227813720703
1587223415.079082,309,0.30815842747688293
1587223418.689286,311,0.30706238746643066
1587223433.223539,319,0.3032051622867584
1587223471.543226,340,0.2978704571723938
1587223486.101447,348,0.29515355825424194
1587223522.467715,368,0.2877283990383148
1587223620.647955,422,0.2690817713737488
1587223622.493034,423,0.26880836486816406
1587223658.830311,443,0.2618526220321655
1587223664.342374,446,0.26081275939941406
1587223691.728975,461,0.25698158144950867
1587223697.051655,464,0.2556092441082001
1587223698.784956,465,0.2554562985897064
1587223717.042987,475,0.25271299481391907
1587223751.915757,494,0.24660088121891022
1587223790.007471,515,0.2430133819580078
1587223830.129875,537,0.23764663934707642
1587223879.066388,564,0.22851835191249847
1587223897.276836,574,0.22528143227100372
1587223908.097852,580,0.22455112636089325
1587223920.802697,587,0.22425031661987305
1587223922.650834,588,0.2241927981376648
1587223982.971835,621,0.21805541217327118
1587224008.403098,635,0.21453295648097992
1587224021.197382,642,0.21296891570091248
1587224023.020177,643,0.21327294409275055
1587224026.599953,645,0.21293599903583527
1587224032.058292,648,0.21242214739322662
1587224035.661308,650,0.2120821177959442
1587224057.424465,662,0.2097470611333847
1587224075.474085,672,0.2071676254272461
1587224153.611994,715,0.1989661157131195
1587224168.265591,723,0.19731880724430084
1587224182.481952,731,0.19584180414676666
1587224222.243776,753,0.1913844645023346
1587224229.499098,757,0.19094064831733704
1587224245.906527,766,0.18927577137947083
1587224253.132263,770,0.18887580931186676
1587224256.654928,772,0.1884644478559494
1587224273.107219,781,0.18735815584659576
1587224282.26228,786,0.18660646677017212
