Wall time,Step,Value
1587133438.528435,19,8.627482414245605
1587133449.563581,25,8.584273338317871
1587133482.849234,43,8.491811752319336
1587133488.441983,46,8.491659164428711
1587133508.585702,57,8.561747550964355
1587133536.023519,72,8.594826698303223
1587133541.474547,75,8.592068672180176
1587133578.078706,95,8.605034828186035
1587133689.469555,156,8.536141395568848
1587133694.961674,159,8.53392219543457
1587133711.344277,168,8.524349212646484
1587133740.616335,184,8.510358810424805
1587133744.222072,186,8.509281158447266
1587133824.999489,230,8.496057510375977
1587133833.864833,235,8.486919403076172
1587133872.272689,256,8.489362716674805
1587133881.395321,261,8.494640350341797
1587133894.132084,268,8.493280410766602
1587133905.163745,274,8.500157356262207
1587133969.066582,309,8.493880271911621
1587133972.832433,311,8.492270469665527
1587133987.315151,319,8.48387336730957
1587134025.757111,340,8.478813171386719
1587134040.273133,348,8.477078437805176
1587134076.79863,368,8.468213081359863
1587134175.625133,422,8.438726425170898
1587134177.303009,423,8.43809986114502
1587134214.073514,443,8.427156448364258
1587134219.443106,446,8.424371719360352
1587134246.889743,461,8.415614128112793
1587134252.395444,464,8.416037559509277
1587134254.174034,465,8.415142059326172
1587134272.707159,475,8.412508010864258
1587134307.355879,494,8.416051864624023
1587134345.569849,515,8.40428638458252
1587134386.024856,537,8.39820384979248
1587134435.230674,564,8.394264221191406
1587134453.442037,574,8.392525672912598
1587134464.490417,580,8.393448829650879
1587134477.370548,587,8.398933410644531
1587134479.08687,588,8.39979362487793
1587134539.473553,621,8.41136646270752
1587134565.029862,635,8.417348861694336
1587134577.696685,642,8.416193962097168
1587134579.56356,643,8.415603637695312
1587134583.218141,645,8.417595863342285
1587134588.631028,648,8.41639518737793
1587134592.299945,650,8.415456771850586
1587134614.294692,662,8.417316436767578
1587134632.414212,672,8.416393280029297
1587134711.059992,715,8.4196138381958
1587134725.639578,723,8.418558120727539
1587134739.978477,731,8.417864799499512
1587134780.217169,753,8.418424606323242
1587134787.460707,757,8.418840408325195
1587134803.846262,766,8.416478157043457
1587134810.987429,770,8.414388656616211
1587134814.885384,772,8.413896560668945
1587134831.164427,781,8.413742065429688
1587134840.144122,786,8.4153413772583
1587134843.872251,788,8.41435432434082
1587134853.130003,793,8.41317081451416
1587134856.677588,795,8.413714408874512
1587134864.041668,799,8.41658878326416
1587134871.369992,803,8.417448043823242
1587134882.204762,809,8.417720794677734
1587134883.997095,810,8.418065071105957
1587134925.797657,833,8.41394329071045
1587134933.28399,837,8.414246559143066
1587134992.973648,870,8.416732788085938
1587135005.860229,877,8.416366577148438
1587135016.758585,883,8.415214538574219
1587135062.158366,908,8.413315773010254
1587135065.723672,910,8.413665771484375
