Wall time,Step,Value
1587360528.576618,19,0.3819723129272461
1587360539.633824,25,0.34933292865753174
1587360572.894603,43,0.3041170835494995
1587360578.522041,46,0.29443228244781494
1587360598.621826,57,0.27815574407577515
1587360626.366164,72,0.2769577205181122
1587360631.763693,75,0.273506760597229
1587360668.5636,95,0.2660503685474396
1587360780.236886,156,0.23613880574703217
1587360785.799239,159,0.23609809577465057
1587360802.099607,168,0.2342604249715805
1587360831.277025,184,0.2276175320148468
1587360834.960323,186,0.2270040214061737
1587360915.474351,230,0.21699212491512299
1587360924.668283,235,0.21538296341896057
1587360962.631254,256,0.21024838089942932
1587360971.812626,261,0.2103947103023529
1587360984.720506,268,0.20799487829208374
1587360995.466618,274,0.2060248851776123
1587361059.185925,309,0.20362071692943573
1587361063.109229,311,0.20402440428733826
1587361077.500963,319,0.20238693058490753
1587361115.898199,340,0.1990542858839035
1587361130.220235,348,0.19829094409942627
1587361166.543911,368,0.1940353363752365
1587361264.277347,422,0.1876104325056076
1587361266.021551,423,0.18746288120746613
1587361302.403634,443,0.18349814414978027
1587361307.844852,446,0.18282946944236755
1587361334.954689,461,0.18112754821777344
1587361340.528497,464,0.18086867034435272
1587361342.374278,465,0.18079489469528198
1587361360.393245,475,0.18003350496292114
1587361394.909881,494,0.17725124955177307
1587361432.835905,515,0.17430433630943298
1587361472.472828,537,0.1704331338405609
1587361521.27102,564,0.165854811668396
1587361539.485247,574,0.1646285355091095
1587361550.426948,580,0.16356036067008972
1587361563.119916,587,0.16221532225608826
1587361564.970227,588,0.1620675027370453
1587361624.559155,621,0.1577049195766449
1587361650.025397,635,0.15641294419765472
1587361662.787975,642,0.15518474578857422
1587361664.529144,643,0.15511290729045868
1587361668.092076,645,0.15492703020572662
1587361673.539281,648,0.15461352467536926
1587361677.253175,650,0.15455184876918793
1587361698.874959,662,0.15341155230998993
1587361716.858144,672,0.15195046365261078
1587361794.584972,715,0.145512193441391
1587361809.036888,723,0.14405399560928345
1587361823.392303,731,0.14321976900100708
1587361863.180941,753,0.1422421783208847
1587361870.336158,757,0.14232389628887177
1587361886.634168,766,0.14120620489120483
1587361893.768647,770,0.14061596989631653
1587361897.323512,772,0.1403854787349701
1587361913.647279,781,0.13901527225971222
1587361922.758531,786,0.13846224546432495
1587361926.377173,788,0.138286292552948
1587361935.38545,793,0.1375231295824051
1587361939.056004,795,0.13717889785766602
1587361946.407222,799,0.1368824690580368
1587361953.518769,803,0.13659276068210602
1587361964.288519,809,0.13592442870140076
1587361966.099349,810,0.13600806891918182
1587362007.501781,833,0.13369300961494446
1587362014.747355,837,0.1332225650548935
1587362074.279606,870,0.12930849194526672
1587362086.851463,877,0.12862956523895264
1587362097.686723,883,0.12801621854305267
1587362142.814283,908,0.1255844682455063
1587362146.56634,910,0.1254555583000183
1587362160.937923,918,0.12452865391969681
1587362186.114267,932,0.1229003295302391
1587362205.976584,943,0.12209608405828476
1587362211.484793,946,0.12176444381475449
1587362227.782442,955,0.12100882828235626
1587362242.038422,963,0.12059701979160309
1587362258.390022,972,0.11972906440496445
1587362259.994998,973,0.11967455595731735
1587362270.792911,979,0.11907615512609482
